example_id,sample_id,variant,pred_pos,onset_token_id,onset_token_text,subset_name,scale,num_components
32,1,baseline_think_newline,503,14190,Wait,mlp_27_only,0.5,1
32,1,baseline_think_newline,503,14190,Wait,mlp_27_only,0.9,1
32,2,baseline_think_newline,333,13824, Wait,mlp_27_only,0.0,1
32,2,baseline_think_newline,333,13824, Wait,mlp_27_only,0.5,1
32,2,baseline_think_newline,333,13824, Wait,mlp_27_only,0.9,1
32,4,baseline_think_newline,537,14190,Wait,mlp_27_only,0.0,1
32,4,baseline_think_newline,537,14190,Wait,mlp_27_only,0.5,1
32,4,baseline_think_newline,537,14190,Wait,mlp_27_only,0.9,1
33,0,baseline_think_newline,473,14190,Wait,mlp_27_only,0.0,1
33,0,baseline_think_newline,473,14190,Wait,mlp_27_only,0.5,1
33,0,baseline_think_newline,473,14190,Wait,mlp_27_only,0.9,1
33,2,baseline_think_newline,511,14190,Wait,mlp_27_only,0.0,1
33,2,baseline_think_newline,511,14190,Wait,mlp_27_only,0.5,1
33,2,baseline_think_newline,511,14190,Wait,mlp_27_only,0.9,1
33,3,baseline_think_newline,502,14190,Wait,mlp_27_only,0.0,1
33,3,baseline_think_newline,502,14190,Wait,mlp_27_only,0.5,1
33,3,baseline_think_newline,502,14190,Wait,mlp_27_only,0.9,1
33,4,baseline_think_newline,247,14190,Wait,mlp_27_only,0.0,1
33,4,baseline_think_newline,247,14190,Wait,mlp_27_only,0.5,1
33,4,baseline_think_newline,247,14190,Wait,mlp_27_only,0.9,1
33,5,baseline_think_newline,402,3783, wait,mlp_27_only,0.0,1
33,5,baseline_think_newline,402,3783, wait,mlp_27_only,0.5,1
33,5,baseline_think_newline,402,3783, wait,mlp_27_only,0.9,1
34,0,baseline_think_newline,128,13824, Wait,mlp_27_only,0.0,1
34,0,baseline_think_newline,128,13824, Wait,mlp_27_only,0.5,1
34,0,baseline_think_newline,128,13824, Wait,mlp_27_only,0.9,1
34,1,baseline_think_newline,183,13824, Wait,mlp_27_only,0.0,1
34,1,baseline_think_newline,183,13824, Wait,mlp_27_only,0.5,1
34,1,baseline_think_newline,183,13824, Wait,mlp_27_only,0.9,1
34,2,baseline_think_newline,313,13824, Wait,mlp_27_only,0.0,1
34,2,baseline_think_newline,313,13824, Wait,mlp_27_only,0.5,1
34,2,baseline_think_newline,313,13824, Wait,mlp_27_only,0.9,1
34,3,baseline_think_newline,549,14190,Wait,mlp_27_only,0.0,1
34,3,baseline_think_newline,549,14190,Wait,mlp_27_only,0.5,1
34,3,baseline_think_newline,549,14190,Wait,mlp_27_only,0.9,1
34,4,baseline_think_newline,304,13824, Wait,mlp_27_only,0.0,1
34,4,baseline_think_newline,304,13824, Wait,mlp_27_only,0.5,1
34,4,baseline_think_newline,304,13824, Wait,mlp_27_only,0.9,1
34,5,baseline_think_newline,222,13824, Wait,mlp_27_only,0.0,1
34,5,baseline_think_newline,222,13824, Wait,mlp_27_only,0.5,1
34,5,baseline_think_newline,222,13824, Wait,mlp_27_only,0.9,1
35,0,baseline_think_newline,298,14190,Wait,mlp_27_only,0.0,1
35,0,baseline_think_newline,298,14190,Wait,mlp_27_only,0.5,1
35,0,baseline_think_newline,298,14190,Wait,mlp_27_only,0.9,1
35,1,baseline_think_newline,568,14190,Wait,mlp_27_only,0.0,1
35,1,baseline_think_newline,568,14190,Wait,mlp_27_only,0.5,1
35,1,baseline_think_newline,568,14190,Wait,mlp_27_only,0.9,1
35,2,baseline_think_newline,386,14190,Wait,mlp_27_only,0.0,1
35,2,baseline_think_newline,386,14190,Wait,mlp_27_only,0.5,1
35,2,baseline_think_newline,386,14190,Wait,mlp_27_only,0.9,1
35,3,baseline_think_newline,302,14190,Wait,mlp_27_only,0.0,1
35,3,baseline_think_newline,302,14190,Wait,mlp_27_only,0.5,1
35,3,baseline_think_newline,302,14190,Wait,mlp_27_only,0.9,1
