total,backtracking_count,backtracking_rate,correct_count,accuracy,subset_name,scale,num_components
480,47,0.09791666666666667,6,0.0125,mlp_late_cluster,0.0,6
480,113,0.23541666666666666,5,0.010416666666666666,mlp_late_cluster,0.25,6
480,155,0.3229166666666667,6,0.0125,mlp_late_cluster,0.5,6
480,258,0.5375,4,0.008333333333333333,mlp_late_cluster,0.75,6
480,288,0.6,7,0.014583333333333334,mlp_late_cluster,0.9,6
